Edoovillage,Date created,Hubs,Needed (N),In transit (T),Delivered (D),Remaining (R = N-T-D),% Completed,Number of students,Status,Country,Completed
"Tanzania, Moshi-Kilimanjaro: FASO FUMBUKA AGRO SOLUTION ORGANIZATION",2013-12-17,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Hub Salzburg,6,0,6,0,100,30,completed,Tanzania,1
"Tanzania, Tengeru: Livestock Training Agency (LITA)",2013-12-28,Labdoo Hub Zürich (Schweiz),22,0,22,0,100,150,completed,Tanzania,1
"Gambia, Brikama: Secondary School O4EF",2014-01-02,Labdoo Hub Zürich (Schweiz),20,0,19,1,95,500,open,Gambia,0
"Bosnia and Herzegovina, Perin Han: Laptops for primary school with 550 pupils",2013-06-05,Labdoo Hub Zürich (Schweiz),12,0,12,0,100,550,completed,Bosnia and Herzegovina,1
"Malawi, Dedza / Bembeke: Ngonoonda school (MIM stichting)",2014-01-10,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),12,0,3,9,25,65,open,Malawi,0
"Cape Verde, Ponta do Sol: Casa Encontrar in Ponta do Sol",2014-01-16,[CLOSED] Labdoo Annahmestelle 21037 Hamburg - Kirchwerder: Tina Meier [zur Zeit geschlossen],4,0,3,1,75,4,open,Cape Verde,0
"Syria, Atmeh / Atima: Syria, Atmeh / Atima: Camp school Amal",2013-10-06,Labdoo Annahmestelle 60487 Frankfurt am Main: [zur Zeit geschlossen],4,0,4,0,100,200,completed,Syria,1
"Morocco, Guelmim: student dormitory Exellence",2014-01-10,[CLOSED] Labdoo Annahmestelle 21037 Hamburg - Kirchwerder: Tina Meier [zur Zeit geschlossen],31,0,31,0,100,370,completed,Morocco,1
"Morocco, Merzouga: Morocco, Merzouga: Sable D´Or primary school ",2013-12-21,[CLOSED] Labdoo Annahmestelle 21037 Hamburg - Kirchwerder: Tina Meier [zur Zeit geschlossen],30,0,20,10,66,300,completed,Morocco,1
"Morocco, Tanger: Morocco, Tanger: DRAGON TANGER OPEN PROJECTS",2013-12-22,[CLOSED] Labdoo Annahmestelle 21037 Hamburg - Kirchwerder: Tina Meier [zur Zeit geschlossen],12,0,4,8,33,60,open,Morocco,0
"Thailand, Kapong: Yaowawit School",2014-01-17,[CLOSED] Labdoo Annahmestelle 21037 Hamburg - Kirchwerder: Tina Meier [zur Zeit geschlossen],35,4,23,8,77,110,open,Thailand,0
"Guatemala, San Pedro Carchá: Prorcionamos servicios educativos gratuitos",2014-01-17,Labdoo Hub Guatemala City,10,0,0,10,0,1800,completed,Guatemala,1
"Germany, Bochum: Germany, Bochum: Lebensarchitekten e,V,",2013-12-14,Grassroots | Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),2,0,2,0,100,7,completed,Germany,1
"Tanzania, Bagamoyo: Our goal is to build up computer classes in Tanzania in order to improve the standard of education",2014-01-23,Labdoo Hub Taipei @EWB-Taiwan,9,0,9,0,100,900,completed,Tanzania,1
"Guatemala, Playa Grande, Ixcán: GESTIÓN DE COMPUTADORAS PARA ESTUDIANTES DEL NIVEL MEDIO, COMUNIDAD PRIMAVERA DEL IXCÁN, IXCÁN, QUIC",2014-01-29,Labdoo Hub California (South),2,0,2,0,100,50,completed,Guatemala,1
"Germany, Essen: Computainer",2013-05-14,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),34,0,34,0,100,40,completed,Germany,1
"South Africa, Nelspruit Village: SASA Scout Centre in Nelspruit",2013-09-16,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),10,0,10,0,100,150,completed,South Africa,1
"Ecuador, Ambato, Tungurahua: Promover el desarrollo integral de las Personas con discapacidad, a través de Rehabilitación Fisica, Sicología Clinica, Terapia de Lenguaje, Computerapia y Trabajo Social",2012-09-23,Labdoo Hub Barcelona @I2CAT Campus Nord,4,0,4,0,100,299,completed,Ecuador,1
"Thailand, Pattaya: School No 4",2014-02-07,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),2,0,2,0,100,51,completed,Thailand,1
"Cameroon, Bamenda: 'Informatik für Afrika' (InfA)",2014-02-09,Labdoo Hub Zürich (Schweiz),693,0,693,0,100,3500,completed,Cameroon,1
"Germany, Dortmund: Africa Positive e.V. Computerkurse für Migranten",2013-12-04,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),15,0,15,0,100,60,completed,Germany,1
"Mexico, Mexico City: ICT workshops for kids and adolescents in the Sierra de Santa Catarina ",2014-02-13,Labdoo Hub Mexico DF,10,0,3,7,30,40,open,Mexico,0
"Bosnia and Herzegovina, Novo Sarajevo: Laptops for volunteers that visit poor people in Novo Sarajevo and help them to get educated",2014-02-15,Labdoo Hub Zürich (Schweiz),10,0,10,0,100,200,completed,Bosnia and Herzegovina,1
"Kyrgyzstan, Kochkor - Arabaev: school 03 in Kochkor",2013-08-23,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),15,0,0,15,0,1005,open,Kyrgyzstan,0
"Bosnia and Herzegovina, Zvirovici: To implement a computer lab connected to the Internet for the orphanage school located in Zvirovici",2011-04-11,Labdoo Hub Rome,30,0,30,0,100,200,completed,Bosnia and Herzegovina,1
"Senegal, Kolda: OFTALKOLDA, An eye-health project in Senegal",2012-09-19,Labdoo Hub Busia,5,0,2,3,40,200,open,Senegal,0
"Thailand, Mae Hong Son: The Buddha Kasettra School",2011-08-22,Labdoo Hub Rome | Labdoo School Hub Vilafranca - Col·legi Vedruna Sant Elies,35,0,24,11,68,120,open,Thailand,0
"Venezuela, Caracas: To provide 16 laptops to the 8 schools in project 'Proyecto Aula Creativ@ Digital'",2012-07-16,Labdoo Hub Miami - Doral,6,0,6,0,100,200,completed,Venezuela,1
"Guatemala, Antigua: Implementation of a Labdoo laptop library at Casasito",2009-12-08,Labdoo Hub California (South),10,0,13,0,100,200,completed,Guatemala,1
"Honduras, Olancho: To connect over 500 students to the Internet at the local school",2009-10-29,Labdoo Hub California (South),3,0,3,0,100,200,completed,Honduras,1
"Kenya, Endana: To provide the community with alternatives to issues affecting their quality of life",2010-11-09,Labdoo Hub California (South),2,0,2,0,100,200,completed,Kenya,1
"Nicaragua, Subtiava: Equip a local school with a computer lab",2012-05-12,La Tabacalera - Madrid,1,1,0,0,100,200,completed,Nicaragua,1
"Nigeria, Ndoni: To Bring Laptops And Internet To The Children Of Ndoni",2009-10-29,Labdoo Hub California (South),30,0,30,0,100,200,completed,Nigeria,1
"Cambodia, Siem Reap: To provide laptops for high school technical training program",2011-05-20,Labdoo Hub Rome | Labdoo Hub Melbourne,20,0,21,0,100,200,completed,Cambodia,1
"Tanzania, Bagamoyo: computer classroom at Marian High School",2011-05-16,Labdoo Hub Taipei @EWB-Taiwan,2,0,2,0,100,200,completed,Tanzania,1
"Spain, Barcelona: To equip the hospital with laptops loaded with education software",2012-12-16,Labdoo School Hub Barcelona - Aula Escola Europea,10,0,10,0,100,200,completed,Spain,1
"Guatemala, Santiago Zamora: Provisioning of laptops to Profe Chris' school",2009-12-08,Labdoo Hub California (South),5,0,5,0,100,200,completed,Guatemala,1
"Kenya, Webuye: EWB Western Massachusetts is implementing a computer lab with 20 laptops in Matete, Kenya",2010-04-15,Labdoo Hub Barcelona @I2CAT Campus Nord,10,0,10,0,100,200,completed,Kenya,1
"Cameroon, Mankon Bamenda: NWR - Educare Africa",2013-11-04,Labdoo Hub Zürich (Schweiz) | Labdoo Hub California (South),30,1,19,10,66,200,open,Cameroon,0
"Bosnia and Herzegovina, Blagaj: Returnees aid ",2013-12-06,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),5,0,5,0,100,200,completed,Bosnia and Herzegovina,1
"Ecuador, Ambato, Tungurahua: ",2012-09-23,Labdoo Hub Barcelona @I2CAT Campus Nord,10,0,5,5,50,200,open,Ecuador,0
"Ecuador, Ambato, Tungurahua: ",2012-09-23,Labdoo Hub Barcelona @I2CAT Campus Nord,2,0,2,0,100,200,completed,Ecuador,1
"Togo, Lome: School Project",2012-10-11,Labdoo Hub Barcelona @I2CAT Campus Nord,1,1,0,0,100,12,completed,Togo,1
"Bosnia and Herzegovina, Srebrenik: Kinderkarawane project (Merhamet)",2012-02-16,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),3,0,3,0,100,20,completed,Bosnia and Herzegovina,1
"Germany, Düsseldorf: SOS Kinder- und Jugendhilfen Düsseldorf",2012-11-17,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),6,0,6,0,100,30,completed,Germany,1
"Thailand, Chiang Mai: Children's Shelter Foundation",2013-02-17,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),5,0,5,0,100,200,completed,Thailand,1
"Germany, Düsseldorf: Several projects in Germany, focused on youth and education",2012-08-21,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),5,0,5,0,100,20,completed,Germany,1
"Laos, Luang Prabang: LELC LEOT English Learning Centre",2014-02-17,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),8,0,8,0,100,100,completed,Laos,1
"South Africa, Khayelitsha (Cape Town): AMANDLA EduFootball",2014-02-19,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),2,0,2,0,100,1500,completed,South Africa,1
"Uganda, Kampala: To provide laptops to the children of In Movement",2011-02-26,La Tabacalera - Madrid,5,0,5,0,100,200,completed,Uganda,1
"Peru, El Porvenir, Trujillo: Nuestro objetivo principal es dar a los niños la posibilidad de acceder a oportunidades educativas.",2013-06-29,Labdoo Hub Vilafranca Centre - El Hub de la Gestoria,2,0,2,0,100,295,completed,Peru,1
"Brazil, Nova Friburgo, Centenario: Haus des Wissens (Kinderdorf Rio)",2014-01-16,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),2,0,2,0,100,20,completed,Brazil,1
"Spain, Llucmajor: SI – Mallorca",2013-12-07,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),6,0,6,0,100,40,completed,Spain,1
"Uganda, Kampala: Laptops for a dedicated subset of mobile students (UECD)",2013-04-26,Labdoo Hub Zürich (Schweiz),11,0,5,6,45,250,open,Uganda,0
"Kenya, Kisumu: The laptops will serve the community towards learning the use of web 2.0",2014-02-26,Labdoo Hub Vilafranca Centre - El Hub de la Gestoria | Labdoo Hub Upper West - New York | Labdoo Hub Holmdel/New Jersey,10,0,10,0,100,400,completed,Kenya,1
"Germany, Essen: Krähennest DIe Perspektive e.V.",2013-12-04,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),23,0,23,0,100,60,completed,Germany,1
"Morocco, Marrakech: Morocco, Marrakech: ABURY Laptop Challenge",2013-11-27,[CLOSED] Labdoo Annahmestelle 21037 Hamburg - Kirchwerder: Tina Meier [zur Zeit geschlossen],10,0,10,0,100,55,completed,Morocco,1
"Germany, Düsseldorf: Diakonie Jump Jugendhilfe für minderjährige Flüchtlinge",2014-02-05,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),13,0,13,0,100,15,completed,Germany,1
"Kenya, Bungoma: Bungoma Street Kids Project",2013-07-19,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),18,0,18,0,100,30,completed,Kenya,1
"Poland, Lublin: Fundacja Szczesliwe Dziecinstwo Jugendakademie",2014-02-10,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),2,0,2,0,100,80,completed,Poland,1
"Congo (Brazzaville), Ngombé: Dans la ville de Ngombé, située en plein cœur de la forêt équatoriale, il y a 3 collèges et 1 lycée.",2013-08-18,Labdoo Hub Zürich (Schweiz),10,0,10,0,100,2000,completed,Congo (Brazzaville),1
"Tajikistan, Duschanbe: Friedensdorf Dehkadaji Sulh Derewnijai Mira",2013-10-21,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),10,0,10,0,100,20,completed,Tajikistan,1
"Germany, Duisburg: Ganztags-Waldorfschule Duisburg",2013-10-30,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),10,0,10,0,100,140,completed,Germany,1
"Senegal, Abéné: Collège d'Enseignement Moyen de Abéné",2014-03-10,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),15,0,0,15,0,301,open,Senegal,0
"Kenya, Nairobi: MUMO Education & Orphanage Centre (Mpito eV)",2014-03-10,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 40227 Düsseldorf  (Nähe Hauptbahnhof): Dirk Balzer,15,0,15,0,100,70,completed,Kenya,1
"Congo (Kinshasa), Kinshasa Limete: WOCHOP Women and Children of Hope | Donaly Malungu",2014-03-16,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),80,0,77,3,96,300,completed,Congo (Kinshasa),1
"Congo (Kinshasa), Kinshasa Musangu Mont-Ngafula: INAVM Internat Mont-Ngafula Blindenprojekt | Donaly Malungu",2014-03-16,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),37,0,37,0,100,150,completed,Congo (Kinshasa),1
"Albania, Peshkopia: University - YEP Youth Employment Project",2013-07-07,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),5,0,5,0,100,2500,completed,Albania,1
"India, Mumbai: Palms Care Childrens Home",2013-11-06,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),10,0,3,7,30,100,open,India,0
"Pakistan, Peshawar: Chand welfare foundation",2014-03-31,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),8,0,0,8,0,15,open,Pakistan,0
"Morocco, Pam Ahadaf-Azrou: Une école en milieu rural en moyenne atlas une région pauvre au MAROC",2014-04-01,Labdoo Hub Casablanca,24,0,6,18,25,278,open,Morocco,0
"Namibia, Arandis: Talitha Kumi Christian Academy",2012-09-18,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),26,0,26,0,100,100,completed,Namibia,1
"Colombia, Tabio: Institutión Educativa Departamental José de San Martin",2014-04-03,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),15,0,3,12,20,700,open,Colombia,0
"Belize, Cayo: To teach the children in Cayo, Belize to use the computer ",2014-04-04,Labdoo Hub Taipei @EWB-Taiwan,10,0,5,5,50,60,open,Belize,0
"Zambia, Lusaka: City of Hope School | Förderverein Windeck",2012-10-28,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),47,0,47,0,100,800,completed,Zambia,1
"Albania, Visoke, Mallakaster : Primary school in Visoke (Albania)",2012-10-20,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),6,0,5,1,83,150,completed,Albania,1
"Greece, Athen: KRASS eV children project",2014-04-12,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),0,0,0,0,0,0,completed,Greece,1
"Cambodia, Meanchey: KRASS eV children project",2014-04-12,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),10,0,7,3,70,100,open,Cambodia,0
"China, Shanghai: KRASS eV children project",2014-04-12,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),0,0,7,0,0,0,completed,China,1
"Pakistan, Peshawar: Pak German Model School",2013-01-03,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),36,0,36,0,100,560,completed,Pakistan,1
"Guinea, Kagbélén: Schule La Lumiere | Hilfe-für-Guinea e.V.",2014-01-29,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),20,0,9,11,45,200,open,Guinea,0
"Honduras, Villanueva: Cortés Hogar San Rafael",2013-02-23,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),15,0,15,0,100,180,completed,Honduras,1
"Pakistan, Baleywala (Gujranwala): Gujranwala Saint Thomas High School",2013-01-03,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),3,0,3,0,100,500,completed,Pakistan,1
"Pakistan, Islamabad, Meer Koh: Meer Koh Yamin Saya School | Pakistan Hilfe e.V.",2013-01-03,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),12,0,12,0,100,150,completed,Pakistan,1
"South Africa, Kabokweni: Mpumalanga Mlilo Primary School and  SCOUTS South Africa",2013-09-16,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),28,0,28,0,100,480,completed,South Africa,1
"India, Cochin: Palluruthy DON BOSCO WELFARE CENTRE",2013-09-24,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),15,2,13,0,100,200,open,India,0
"Iraq, Tuz-al-askari: Salahaddin primary school",2012-06-24,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),2,0,2,0,100,20,completed,Iraq,1
"Tanzania, Mwanakwerekwe, Stone Town: ZASO Zanzibar Aids Association and Support of Orphans",2013-09-17,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),10,0,10,0,100,30,completed,Tanzania,1
"Tanzania, Stone Town: Zanzibar PLCI school",2013-04-28,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),15,0,15,0,100,130,completed,Tanzania,1
"Togo, Balanka via Tchamba: School Library in Balanka, Togo",2014-03-03,Labdoo Annahmestelle 12051 Berlin: Wertraum | Die Wille gGmbH,10,0,4,6,40,2000,open,Togo,0
"Morocco, Merzouga: This is a Berber women project - learn to read & write and sell their handcraft products.",2014-04-26,[CLOSED] Labdoo Annahmestelle 21037 Hamburg - Kirchwerder: Tina Meier [zur Zeit geschlossen],5,0,5,0,100,25,completed,Morocco,1
"Pakistan, SKARDU (BALTISTAN, GILGIT BALTISTAN): Aid program Deaf School | Pakistan Hilfe e.V.",2014-01-27,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),7,0,7,0,100,18,completed,Pakistan,1
"Senegal, Dakar: Ecole Elémentaire Joseph Gomis | Donaly Malungu",2014-05-04,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),41,0,40,1,97,300,completed,Senegal,1
"Kenya, Machakos: Pascal Machakos is an Information Technology vocational school  for students who do not wish to atte",2014-04-24,Labdoo Hub Rome,15,2,0,13,13,60,open,Kenya,0
"Cambodia, Siem Reap: Using computer to assist teaching English classes in the library FBHO setup",2013-08-07,Labdoo Hub Taipei @EWB-Taiwan,7,0,7,0,100,500,completed,Cambodia,1
"Sierra Leone, Kenema: Computer resources for the computer lab at Holy Rosary Senior Secondary School.",2013-04-26,Labdoo Hub Taipei @EWB-Taiwan,7,0,7,0,100,1000,completed,Sierra Leone,1
"Philippines, Manila: Providing computer education & internet access to the students",2013-08-14,Labdoo Hub Taipei @EWB-Taiwan,2,0,2,0,100,35,completed,Philippines,1
"Thailand, Chiangrai: 提供筆電讓學校的同學老師使用，除了讓學生更加熟悉電腦的操作之外，也能提供給老師做為教學上的用途",2013-11-09,Labdoo Hub Taipei @EWB-Taiwan,15,0,15,0,100,278,completed,Thailand,1
"Cambodia, Takeo: To provide computer education & internet access to the students at Wat Opot School.",2013-08-14,Labdoo Hub Taipei @EWB-Taiwan,1,0,1,0,100,40,completed,Cambodia,1
"Belize, Belize City: Computer Training Program on Ubuntu and Open Office",2013-05-21,Labdoo Hub Taipei @EWB-Taiwan,14,0,14,0,100,15,completed,Belize,1
"Cambodia, Kratie: To provide computer education & internet access to the students at Wat Thmor Kre School.",2013-08-14,Labdoo Hub Taipei @EWB-Taiwan,1,0,1,0,100,60,completed,Cambodia,1
"Tanzania, Arusha: Enhancing the Quality of Teaching and Learning through ICT",2013-05-28,Labdoo Hub Taipei @EWB-Taiwan | Labdoo Hub Holmdel/New Jersey,2,1,2,0,100,450,completed,Tanzania,1
"Tanzania, Musoma: Enabling the production of Audio Visual Learning Materials for Secondary School in Tanzania",2013-08-05,Labdoo Hub Taipei @EWB-Taiwan,5,0,5,0,100,40,completed,Tanzania,1
"Cambodia, Krong Siem Reap: Kid Drop Out Project & computer training program ",2014-05-06,Grassroots,10,0,2,8,20,900,completed,Cambodia,1
"Nicaragua, Tola:  Formación Fenix uses powerpoint presentations for the youth lectures.  The laptop is also used to c",2014-05-16,Grassroots,2,0,2,0,100,22,completed,Nicaragua,1
"Kenya, Sega Town: Improve the living standards of communities through the construction of indispensable infrastructure",2014-05-16,Labdoo Hub Busia,10,0,0,10,0,16,open,Kenya,0
"Nicaragua, Cusmapa: Apoyar a la población infantil de la escuela rural de El Carrizo, Cusmapa.",2013-08-10,Labdoo Hub Madrid - Medialab-Prado,2,0,2,0,100,200,completed,Nicaragua,1
"Kenya, Nairobi: Shiroz Library & Resource Centre",2013-06-23,Labdoo Hub Barcelona @I2CAT Campus Nord,9,0,9,0,100,200,completed,Kenya,1
"Spain, Barcelona: Sant Joan de Déu Serveis Socials Barcelona",2013-02-28,Labdoo School Hub Barcelona - Aula Escola Europea,9,0,9,0,100,10,completed,Spain,1
"Sierra Leone, Lunsar: Saint John of God Catholic Hospital",2013-08-03,Labdoo Hub Barcelona @I2CAT Campus Nord | Labdoo Hub Sabadell,32,0,18,14,56,256,completed,Sierra Leone,1
"Kenya, Mathare, Nairobi: Keepod Unite Mathare Project | Phase II",2014-05-22,Labdoo Hub Barcelona @I2CAT Campus Nord,10,0,3,7,30,0,open,Kenya,0
"Guinea, Conakry: ecole franco arabe Matoto Marché",2014-05-31,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),5,0,8,0,100,117,open,Guinea,0
"Namibia, Epukiro: Epukiro Post 3 Junior Secondary School",2014-06-02,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),10,0,1,9,10,200,open,Namibia,0
"Namibia, Gobabis: Cheeky Cheetah Kids Harnas.org",2013-09-30,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),2,0,2,0,100,200,completed,Namibia,1
"Kenya, Mathare, Nairobi: Keepod Unite Mathare Project",2014-03-25,Labdoo Hub Vilafranca Centre - El Hub de la Gestoria,10,0,10,0,100,1500,completed,Kenya,1
"Laos, Vientiane and Luang Prabang: help for pupils and students Asienhilfe (W. Schmidt)",2013-05-20,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),10,0,10,0,100,10,completed,Laos,1
"Myanmar, Yangon: help for pupils and students Asienhilfe (W. Schmidt)",2014-06-11,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),3,0,2,1,66,3,completed,Myanmar,1
"Uganda, Kampala: Her Tomorrow Project",2014-06-20,Labdoo School Hub Vilafranca - Escola Montagut | Labdoo Hub Melbourne,10,1,8,1,90,10,open,Uganda,0
"Congo (Kinshasa), Kinshasa: Leadership Academia University | Donaly Malungu",2014-04-10,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),111,0,111,0,100,1030,completed,Congo (Kinshasa),1
"Peru, Miraflores: Estamos creando bibliotecas y necesitamos dotarlas de una laptop a cada una para llevar el registro ",2014-06-21,Labdoo Hub Vilafranca Centre - El Hub de la Gestoria,12,1,12,0,100,100,completed,Peru,1
"India, Sutrehar: Dhauladhar Convent School (World Unite)",2014-06-30,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),15,0,3,12,20,250,open,India,0
